id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
N2Otex_reverse_num4,,"OrderedDict([('n2o_e', 1.0), ('n2o_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'N2Otex')])",
PEAMNtex_reverse_num2,,"OrderedDict([('peamn_e', 1.0), ('peamn_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'PEAMNtex')])",
PEAMNtex_reverse_num3,,"OrderedDict([('peamn_e', 1.0), ('peamn_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'PEAMNtex')])",
PEAMNtex_reverse_num4,,"OrderedDict([('peamn_e', 1.0), ('peamn_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'PEAMNtex')])",
PACALDtex_reverse_num2,,"OrderedDict([('pacald_e', 1.0), ('pacald_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'PACALDtex')])",
PACALDtex_reverse_num3,,"OrderedDict([('pacald_e', 1.0), ('pacald_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'PACALDtex')])",
PACALDtex_reverse_num4,,"OrderedDict([('pacald_e', 1.0), ('pacald_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'PACALDtex')])",
CYANtex_reverse_num2,,"OrderedDict([('cyan_e', 1.0), ('cyan_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CYANtex')])",
CYANtex_reverse_num3,,"OrderedDict([('cyan_e', 1.0), ('cyan_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CYANtex')])",
CYANtex_reverse_num4,,"OrderedDict([('cyan_e', 1.0), ('cyan_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CYANtex')])",
SO3tex_reverse_num2,,"OrderedDict([('so3_e', 1.0), ('so3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'SO3tex')])",
SO3tex_reverse_num3,,"OrderedDict([('so3_e', 1.0), ('so3_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'SO3tex')])",
SO3tex_reverse_num4,,"OrderedDict([('so3_e', 1.0), ('so3_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'SO3tex')])",
TCYNTtex_reverse_num2,,"OrderedDict([('tcynt_e', 1.0), ('tcynt_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TCYNTtex')])",
TCYNTtex_reverse_num3,,"OrderedDict([('tcynt_e', 1.0), ('tcynt_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TCYNTtex')])",
TCYNTtex_reverse_num4,,"OrderedDict([('tcynt_e', 1.0), ('tcynt_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TCYNTtex')])",
METSOX1tex_reverse_num2,,"OrderedDict([('metsox_S__L_e', 1.0), ('metsox_S__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'METSOX1tex')])",
METSOX1tex_reverse_num3,,"OrderedDict([('metsox_S__L_e', 1.0), ('metsox_S__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'METSOX1tex')])",
METSOX1tex_reverse_num4,,"OrderedDict([('metsox_S__L_e', 1.0), ('metsox_S__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'METSOX1tex')])",
METSOX2tex_reverse_num2,,"OrderedDict([('metsox_R__L_e', 1.0), ('metsox_R__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'METSOX2tex')])",
METSOX2tex_reverse_num3,,"OrderedDict([('metsox_R__L_e', 1.0), ('metsox_R__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'METSOX2tex')])",
METSOX2tex_reverse_num4,,"OrderedDict([('metsox_R__L_e', 1.0), ('metsox_R__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'METSOX2tex')])",
3UMPtex_reverse_num2,,"OrderedDict([('3ump_e', 1.0), ('3ump_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '3UMPtex')])",
3UMPtex_reverse_num3,,"OrderedDict([('3ump_e', 1.0), ('3ump_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '3UMPtex')])",
3UMPtex_reverse_num4,,"OrderedDict([('3ump_e', 1.0), ('3ump_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '3UMPtex')])",
3GMPtex_reverse_num2,,"OrderedDict([('3gmp_e', 1.0), ('3gmp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '3GMPtex')])",
3GMPtex_reverse_num3,,"OrderedDict([('3gmp_e', 1.0), ('3gmp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '3GMPtex')])",
3GMPtex_reverse_num4,,"OrderedDict([('3gmp_e', 1.0), ('3gmp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '3GMPtex')])",
DOPAtex_reverse_num2,,"OrderedDict([('dopa_e', 1.0), ('dopa_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DOPAtex')])",
DOPAtex_reverse_num3,,"OrderedDict([('dopa_e', 1.0), ('dopa_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DOPAtex')])",
DOPAtex_reverse_num4,,"OrderedDict([('dopa_e', 1.0), ('dopa_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DOPAtex')])",
4HOXPACDtex_reverse_num2,,"OrderedDict([('4hoxpacd_e', 1.0), ('4hoxpacd_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', '4HOXPACDtex')])",
4HOXPACDtex_reverse_num3,,"OrderedDict([('4hoxpacd_e', 1.0), ('4hoxpacd_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', '4HOXPACDtex')])",
4HOXPACDtex_reverse_num4,,"OrderedDict([('4hoxpacd_e', 1.0), ('4hoxpacd_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', '4HOXPACDtex')])",
ETHAtex_reverse_num2,,"OrderedDict([('etha_e', 1.0), ('etha_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ETHAtex')])",
ETHAtex_reverse_num3,,"OrderedDict([('etha_e', 1.0), ('etha_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ETHAtex')])",
ETHAtex_reverse_num4,,"OrderedDict([('etha_e', 1.0), ('etha_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ETHAtex')])",
G3PStex_reverse_num2,,"OrderedDict([('g3ps_e', 1.0), ('g3ps_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'G3PStex')])",
G3PStex_reverse_num3,,"OrderedDict([('g3ps_e', 1.0), ('g3ps_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'G3PStex')])",
G3PStex_reverse_num4,,"OrderedDict([('g3ps_e', 1.0), ('g3ps_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'G3PStex')])",
ACGAL1Ptex_reverse_num2,,"OrderedDict([('acgal1p_e', 1.0), ('acgal1p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ACGAL1Ptex')])",
ACGAL1Ptex_reverse_num3,,"OrderedDict([('acgal1p_e', 1.0), ('acgal1p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ACGAL1Ptex')])",
ACGAL1Ptex_reverse_num4,,"OrderedDict([('acgal1p_e', 1.0), ('acgal1p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ACGAL1Ptex')])",
ACGALtex_reverse_num2,,"OrderedDict([('acgal_e', 1.0), ('acgal_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ACGALtex')])",
ACGALtex_reverse_num3,,"OrderedDict([('acgal_e', 1.0), ('acgal_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ACGALtex')])",
ACGALtex_reverse_num4,,"OrderedDict([('acgal_e', 1.0), ('acgal_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ACGALtex')])",
GLCUR1Ptex_reverse_num2,,"OrderedDict([('glcur1p_e', 1.0), ('glcur1p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'GLCUR1Ptex')])",
GLCUR1Ptex_reverse_num3,,"OrderedDict([('glcur1p_e', 1.0), ('glcur1p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'GLCUR1Ptex')])",
GLCUR1Ptex_reverse_num4,,"OrderedDict([('glcur1p_e', 1.0), ('glcur1p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'GLCUR1Ptex')])",
UDPGLCURtex_reverse_num2,,"OrderedDict([('udpglcur_e', 1.0), ('udpglcur_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UDPGLCURtex')])",
UDPGLCURtex_reverse_num3,,"OrderedDict([('udpglcur_e', 1.0), ('udpglcur_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UDPGLCURtex')])",
UDPGLCURtex_reverse_num4,,"OrderedDict([('udpglcur_e', 1.0), ('udpglcur_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'UDPGLCURtex')])",
ISETACtex_reverse_num2,,"OrderedDict([('isetac_e', 1.0), ('isetac_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ISETACtex')])",
ISETACtex_reverse_num3,,"OrderedDict([('isetac_e', 1.0), ('isetac_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ISETACtex')])",
ISETACtex_reverse_num4,,"OrderedDict([('isetac_e', 1.0), ('isetac_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ISETACtex')])",
UDPGtex_reverse_num2,,"OrderedDict([('udpg_e', 1.0), ('udpg_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UDPGtex')])",
UDPGtex_reverse_num3,,"OrderedDict([('udpg_e', 1.0), ('udpg_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UDPGtex')])",
UDPGtex_reverse_num4,,"OrderedDict([('udpg_e', 1.0), ('udpg_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'UDPGtex')])",
UDPGALtex_reverse_num2,,"OrderedDict([('udpgal_e', 1.0), ('udpgal_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UDPGALtex')])",
UDPGALtex_reverse_num3,,"OrderedDict([('udpgal_e', 1.0), ('udpgal_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'UDPGALtex')])",
UDPGALtex_reverse_num4,,"OrderedDict([('udpgal_e', 1.0), ('udpgal_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UDPGALtex')])",
ACGAM1Ptex_reverse_num2,,"OrderedDict([('acgam1p_e', 1.0), ('acgam1p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ACGAM1Ptex')])",
ACGAM1Ptex_reverse_num3,,"OrderedDict([('acgam1p_e', 1.0), ('acgam1p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ACGAM1Ptex')])",
ACGAM1Ptex_reverse_num4,,"OrderedDict([('acgam1p_e', 1.0), ('acgam1p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ACGAM1Ptex')])",
UACGAMtex_reverse_num2,,"OrderedDict([('uacgam_e', 1.0), ('uacgam_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UACGAMtex')])",
UACGAMtex_reverse_num3,,"OrderedDict([('uacgam_e', 1.0), ('uacgam_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UACGAMtex')])",
UACGAMtex_reverse_num4,,"OrderedDict([('uacgam_e', 1.0), ('uacgam_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'UACGAMtex')])",
UDPACGALtex_reverse_num2,,"OrderedDict([('udpacgal_e', 1.0), ('udpacgal_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'UDPACGALtex')])",
UDPACGALtex_reverse_num3,,"OrderedDict([('udpacgal_e', 1.0), ('udpacgal_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'UDPACGALtex')])",
UDPACGALtex_reverse_num4,,"OrderedDict([('udpacgal_e', 1.0), ('udpacgal_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'UDPACGALtex')])",
MSO3tex_reverse_num2,,"OrderedDict([('mso3_e', 1.0), ('mso3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MSO3tex')])",
MSO3tex_reverse_num3,,"OrderedDict([('mso3_e', 1.0), ('mso3_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MSO3tex')])",
MSO3tex_reverse_num4,,"OrderedDict([('mso3_e', 1.0), ('mso3_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MSO3tex')])",
GLYC2Ptex_reverse_num2,,"OrderedDict([('glyc2p_e', 1.0), ('glyc2p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'GLYC2Ptex')])",
GLYC2Ptex_reverse_num3,,"OrderedDict([('glyc2p_e', 1.0), ('glyc2p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'GLYC2Ptex')])",
GLYC2Ptex_reverse_num4,,"OrderedDict([('glyc2p_e', 1.0), ('glyc2p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'GLYC2Ptex')])",
PSERtex_reverse_num2,,"OrderedDict([('pser__L_e', 1.0), ('pser__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'PSERtex')])",
PSERtex_reverse_num3,,"OrderedDict([('pser__L_e', 1.0), ('pser__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'PSERtex')])",
PSERtex_reverse_num4,,"OrderedDict([('pser__L_e', 1.0), ('pser__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'PSERtex')])",
R5Ptex_reverse_num2,,"OrderedDict([('r5p_e', 1.0), ('r5p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'R5Ptex')])",
R5Ptex_reverse_num3,,"OrderedDict([('r5p_e', 1.0), ('r5p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'R5Ptex')])",
R5Ptex_reverse_num4,,"OrderedDict([('r5p_e', 1.0), ('r5p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'R5Ptex')])",
THRPtex_reverse_num2,,"OrderedDict([('thrp_e', 1.0), ('thrp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'THRPtex')])",
THRPtex_reverse_num3,,"OrderedDict([('thrp_e', 1.0), ('thrp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'THRPtex')])",
THRPtex_reverse_num4,,"OrderedDict([('thrp_e', 1.0), ('thrp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'THRPtex')])",
TYRPtex_reverse_num2,,"OrderedDict([('tyrp_e', 1.0), ('tyrp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'TYRPtex')])",
TYRPtex_reverse_num3,,"OrderedDict([('tyrp_e', 1.0), ('tyrp_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'TYRPtex')])",
TYRPtex_reverse_num4,,"OrderedDict([('tyrp_e', 1.0), ('tyrp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'TYRPtex')])",
CITtex_reverse_num2,,"OrderedDict([('cit_e', 1.0), ('cit_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CITtex')])",
CITtex_reverse_num3,,"OrderedDict([('cit_e', 1.0), ('cit_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CITtex')])",
CITtex_reverse_num4,,"OrderedDict([('cit_e', 1.0), ('cit_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CITtex')])",
ACGAtex_reverse_num2,,"OrderedDict([('acgam_e', 1.0), ('acgam_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ACGAtex')])",
ACGAtex_reverse_num3,,"OrderedDict([('acgam_e', 1.0), ('acgam_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ACGAtex')])",
ACGAtex_reverse_num4,,"OrderedDict([('acgam_e', 1.0), ('acgam_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ACGAtex')])",
G6Ptex_reverse_num2,,"OrderedDict([('g6p_e', 1.0), ('g6p_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'G6Ptex')])",
G6Ptex_reverse_num3,,"OrderedDict([('g6p_e', 1.0), ('g6p_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'G6Ptex')])",
G6Ptex_reverse_num4,,"OrderedDict([('g6p_e', 1.0), ('g6p_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'G6Ptex')])",
MOBDtex_reverse_num2,,"OrderedDict([('mobd_e', 1.0), ('mobd_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MOBDtex')])",
MOBDtex_reverse_num3,,"OrderedDict([('mobd_e', 1.0), ('mobd_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MOBDtex')])",
MOBDtex_reverse_num4,,"OrderedDict([('mobd_e', 1.0), ('mobd_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MOBDtex')])",
NI2tex_reverse_num2,,"OrderedDict([('ni2_e', 1.0), ('ni2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'NI2tex')])",
NI2tex_reverse_num3,,"OrderedDict([('ni2_e', 1.0), ('ni2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'NI2tex')])",
NI2tex_reverse_num4,,"OrderedDict([('ni2_e', 1.0), ('ni2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'NI2tex')])",
L_LACt2rpp_reverse_num2,,"OrderedDict([('h_c', -1.0), ('h_p', 1.0), ('lac__L_c', -1.0), ('lac__L_p', 1.0)])",0.0,1000.0,b2975,,"OrderedDict([('reflection', 'L_LACt2rpp')])",
NH4tpp_reverse_num2,,"OrderedDict([('nh4_c', -1.0), ('nh4_p', 1.0)])",0.0,1000.0,b0451,,"OrderedDict([('reflection', 'NH4tpp')])",
NO2t2rpp_reverse_num2,,"OrderedDict([('h_c', -1.0), ('h_p', 1.0), ('no2_c', -1.0), ('no2_p', 1.0)])",0.0,1000.0,b3367,,"OrderedDict([('reflection', 'NO2t2rpp')])",
PROt2rpp_reverse_num2,,"OrderedDict([('h_c', -1.0), ('h_p', 1.0), ('pro__L_c', -1.0), ('pro__L_p', 1.0)])",0.0,1000.0,b0402,,"OrderedDict([('reflection', 'PROt2rpp')])",
H2O2tex_reverse_num2,,"OrderedDict([('h2o2_e', 1.0), ('h2o2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'H2O2tex')])",
H2O2tex_reverse_num3,,"OrderedDict([('h2o2_e', 1.0), ('h2o2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'H2O2tex')])",
H2O2tex_reverse_num4,,"OrderedDict([('h2o2_e', 1.0), ('h2o2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'H2O2tex')])",
ADEtex_reverse_num2,,"OrderedDict([('ade_e', 1.0), ('ade_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ADEtex')])",
ADEtex_reverse_num3,,"OrderedDict([('ade_e', 1.0), ('ade_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ADEtex')])",
ADEtex_reverse_num4,,"OrderedDict([('ade_e', 1.0), ('ade_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ADEtex')])",
AGMtex_reverse_num2,,"OrderedDict([('agm_e', 1.0), ('agm_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'AGMtex')])",
AGMtex_reverse_num3,,"OrderedDict([('agm_e', 1.0), ('agm_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'AGMtex')])",
AGMtex_reverse_num4,,"OrderedDict([('agm_e', 1.0), ('agm_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'AGMtex')])",
ALAtex_reverse_num2,,"OrderedDict([('ala__L_e', 1.0), ('ala__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ALAtex')])",
ALAtex_reverse_num3,,"OrderedDict([('ala__L_e', 1.0), ('ala__L_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'ALAtex')])",
ALAtex_reverse_num4,,"OrderedDict([('ala__L_e', 1.0), ('ala__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ALAtex')])",
BALAtex_reverse_num2,,"OrderedDict([('ala_B_e', 1.0), ('ala_B_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'BALAtex')])",
BALAtex_reverse_num3,,"OrderedDict([('ala_B_e', 1.0), ('ala_B_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'BALAtex')])",
BALAtex_reverse_num4,,"OrderedDict([('ala_B_e', 1.0), ('ala_B_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'BALAtex')])",
DALAtex_reverse_num2,,"OrderedDict([('ala__D_e', 1.0), ('ala__D_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'DALAtex')])",
DALAtex_reverse_num3,,"OrderedDict([('ala__D_e', 1.0), ('ala__D_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'DALAtex')])",
DALAtex_reverse_num4,,"OrderedDict([('ala__D_e', 1.0), ('ala__D_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'DALAtex')])",
AMPtex_reverse_num2,,"OrderedDict([('amp_e', 1.0), ('amp_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'AMPtex')])",
AMPtex_reverse_num3,,"OrderedDict([('amp_e', 1.0), ('amp_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'AMPtex')])",
AMPtex_reverse_num4,,"OrderedDict([('amp_e', 1.0), ('amp_p', -1.0)])",0.0,1000.0,b1377,,"OrderedDict([('reflection', 'AMPtex')])",
ARBtex_reverse_num2,,"OrderedDict([('arab__L_e', 1.0), ('arab__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ARBtex')])",
ARBtex_reverse_num3,,"OrderedDict([('arab__L_e', 1.0), ('arab__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ARBtex')])",
ARBtex_reverse_num4,,"OrderedDict([('arab__L_e', 1.0), ('arab__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ARBtex')])",
ARGtex_reverse_num2,,"OrderedDict([('arg__L_e', 1.0), ('arg__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ARGtex')])",
ARGtex_reverse_num3,,"OrderedDict([('arg__L_e', 1.0), ('arg__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ARGtex')])",
ARGtex_reverse_num4,,"OrderedDict([('arg__L_e', 1.0), ('arg__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ARGtex')])",
ASCBtex_reverse_num2,,"OrderedDict([('ascb__L_e', 1.0), ('ascb__L_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ASCBtex')])",
ASCBtex_reverse_num3,,"OrderedDict([('ascb__L_e', 1.0), ('ascb__L_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'ASCBtex')])",
ASCBtex_reverse_num4,,"OrderedDict([('ascb__L_e', 1.0), ('ascb__L_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'ASCBtex')])",
MMETtex_reverse_num2,,"OrderedDict([('mmet_e', 1.0), ('mmet_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MMETtex')])",
MMETtex_reverse_num3,,"OrderedDict([('mmet_e', 1.0), ('mmet_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MMETtex')])",
MMETtex_reverse_num4,,"OrderedDict([('mmet_e', 1.0), ('mmet_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MMETtex')])",
FE3tex_reverse_num2,,"OrderedDict([('fe3_e', 1.0), ('fe3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'FE3tex')])",
FE3tex_reverse_num3,,"OrderedDict([('fe3_e', 1.0), ('fe3_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'FE3tex')])",
FE3tex_reverse_num4,,"OrderedDict([('fe3_e', 1.0), ('fe3_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'FE3tex')])",
MG2tex_reverse_num2,,"OrderedDict([('mg2_e', 1.0), ('mg2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'MG2tex')])",
MG2tex_reverse_num3,,"OrderedDict([('mg2_e', 1.0), ('mg2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'MG2tex')])",
MG2tex_reverse_num4,,"OrderedDict([('mg2_e', 1.0), ('mg2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'MG2tex')])",
Zn2tex_reverse_num2,,"OrderedDict([('zn2_e', 1.0), ('zn2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'Zn2tex')])",
Zn2tex_reverse_num3,,"OrderedDict([('zn2_e', 1.0), ('zn2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'Zn2tex')])",
Zn2tex_reverse_num4,,"OrderedDict([('zn2_e', 1.0), ('zn2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'Zn2tex')])",
CD2tex_reverse_num2,,"OrderedDict([('cd2_e', 1.0), ('cd2_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'CD2tex')])",
CD2tex_reverse_num3,,"OrderedDict([('cd2_e', 1.0), ('cd2_p', -1.0)])",0.0,1000.0,b0929,,"OrderedDict([('reflection', 'CD2tex')])",
CD2tex_reverse_num4,,"OrderedDict([('cd2_e', 1.0), ('cd2_p', -1.0)])",0.0,1000.0,b2215,,"OrderedDict([('reflection', 'CD2tex')])",
ASO3tex_reverse_num2,,"OrderedDict([('aso3_e', 1.0), ('aso3_p', -1.0)])",0.0,1000.0,b0241,,"OrderedDict([('reflection', 'ASO3tex')])",
